id,visits,last_visit,res_sum,res_std,res_mean,hands_sum,hands_std,hands_mean,bets_sum,bets_std,bets_mean
513,207,2025-01-01T00:00:00,-2046.6351505589323,97.40813865562437,-9.887126331202571,13771.0,11.944235135400296,66.52657004830918,132907.763925177,115.27714644125963,642.0664923921594
258,193,2024-12-28T00:00:00,-12617.479838103638,407.93072324247805,-65.37554320260952,19023.0,16.153640635307312,98.56476683937824,655195.6219466513,556.3683237529766,3394.795968635499
259,180,2024-12-27T00:00:00,-21378.010241335312,226.1111697318414,-118.76672356297397,72595.0,45.213333483513004,403.30555555555554,678603.85421019,422.6453938095263,3770.0214122788334
514,175,2024-12-28T00:00:00,4695.349233654527,1478.5455921556306,26.83056704945444,25397.0,32.19416400402979,145.12571428571428,2645293.6835967745,3353.2708071244106,15115.963906267283
517,187,2025-01-01T00:00:00,-6720.641537160871,453.63280290422205,-35.939259557010004,18511.0,15.230840266992493,98.98930481283422,648586.4093576057,533.6565285650638,3468.3765206289077
775,180,2024-12-31T00:00:00,9196.53901415804,1559.229663668436,51.09188341198911,26828.0,29.743500171787716,149.04444444444445,2671284.9705635654,2961.5836059658322,14840.472058686475
776,183,2024-12-27T00:00:00,-4260.857580999705,470.5996190740051,-23.283374759561227,18268.0,15.823204301918251,99.82513661202186,650209.3993503512,563.1922577703175,3553.0568270510994
265,195,2024-12-27T00:00:00,-965.6660054596014,454.78344924913034,-4.952133361331289,19905.0,15.899338182298925,102.07692307692308,689738.8537479258,550.9365130976886,3537.1223269124403
778,202,2024-12-31T00:00:00,-14661.329828674578,467.2690553289922,-72.58084073601276,20010.0,14.677268598362556,99.05940594059406,706638.5751981384,518.3170499823735,3498.2107683076156
525,201,2024-12-29T00:00:00,-1441.214535796461,101.84724743855932,-7.170221571126671,13818.0,12.608940147737105,68.74626865671642,141487.37239811846,129.1073824163024,703.9172756125297
781,189,2024-12-27T00:00:00,-18610.663512936797,217.4066676398788,-98.4691191160677,74778.0,43.51895241095353,395.6507936507937,753227.6540880098,438.35992448140183,3985.3315031111633
527,184,2024-12-29T00:00:00,-3164.18883741396,101.30902563133391,-17.196678464206304,12654.0,12.402316807468539,68.77173913043478,121607.46965162967,119.18874385760446,660.9101611501612
274,194,2024-12-20T00:00:00,-8457.080588975732,425.15200011179616,-43.593198912246045,19431.0,15.599703670155494,100.15979381443299,675914.2998696137,542.6412837417835,3484.094329224813
531,163,2024-12-11T00:00:00,-20446.952101368388,247.9622101719693,-125.44142393477539,63873.0,43.83710467195339,391.8588957055215,691854.9955305697,474.83161675336095,4244.50917503417
791,178,2024-12-23T00:00:00,41487.45092840021,102.64446621771857,233.07556701348435,3511.0,1.8835646875888747,19.724719101123597,261998.88227235118,140.55592219765188,1471.903832990737
801,172,2024-12-21T00:00:00,-4051.836815460605,111.58407621974679,-23.55719078756166,12172.0,10.149091400052509,70.76744186046511,119167.75410412399,99.36283505929485,692.8357796751395
548,164,2024-12-31T00:00:00,-12955.959402480537,203.47516691971066,-78.99975245414961,63095.0,40.7582591090911,384.7256097560976,626778.095614681,404.8876143112107,3821.8176561870796
809,197,2025-01-01T00:00:00,-25374.67297045412,230.99894504877372,-128.80544655052853,80405.0,39.522706380213684,408.1472081218274,779349.1656522104,383.0854827652114,3956.087135290408
556,194,2024-12-24T00:00:00,-4428.649517406886,97.32263529712536,-22.82809029591178,13660.0,12.230393590045013,70.41237113402062,137048.67081495066,122.7056504435843,706.4364474997457
813,172,2025-01-01T00:00:00,-19149.478205198604,209.00070391413968,-111.33417561161978,68236.0,39.801002430636146,396.72093023255815,700912.7753402591,408.83157094468584,4075.0742752340643
560,193,2024-12-12T00:00:00,-17497.876035936588,232.5698989622409,-90.66257013438647,74786.0,38.77156684419967,387.4922279792746,733797.807899122,380.42535714021335,3802.061180824466
819,163,2024-12-31T00:00:00,-3158.76345296451,101.06053156822588,-19.378916889352823,11690.0,12.549049387141157,71.71779141104294,116929.43270474413,125.52208946297968,717.358482851191
564,185,2024-12-22T00:00:00,-1703.85270616023,96.4156210859873,-9.210014627893134,12448.0,11.979671117674945,67.28648648648648,125081.39993838493,120.37548475258822,676.1156753426212
313,178,2024-12-22T00:00:00,-6025.231787934165,105.67128114128623,-33.849616786146996,12306.0,12.070198243846361,69.13483146067416,123148.65954621758,120.7889431323573,691.8464019450425
826,191,2024-12-12T00:00:00,-2988.5822010335473,106.89176882089457,-15.647027230542133,13045.0,11.31185485940248,68.29842931937172,135060.88209050312,117.11683368268632,707.125037123053
331,176,2024-12-28T00:00:00,-1083.5296271869195,449.8218958300309,-6.156418336289315,18352.0,14.491947037083037,104.27272727272727,662419.1580183337,523.08976429549,3763.74521601326
588,192,2024-12-27T00:00:00,-17411.013020632912,232.16599932867322,-90.68235948246308,77392.0,42.43945851314421,403.0833333333333,718851.5968854314,394.1967195979783,3744.0187337782886
844,185,2024-12-29T00:00:00,-16794.761356344017,236.19737836481394,-90.78249381807576,75211.0,39.39871444325134,406.54594594594596,781249.4173306803,409.2516081739103,4222.969823409083
590,184,2024-12-27T00:00:00,-1542.7814833656284,82.62353236697166,-8.384681974813198,12841.0,13.006840527962538,69.78804347826087,126712.05745986968,128.34853394210347,688.6524861949439
339,164,2024-12-31T00:00:00,-2322.4502362344556,107.49687570401564,-14.161281928258875,11268.0,12.58385318948797,68.70731707317073,117327.18249465234,131.02840252475752,715.4096493576362
855,200,2024-12-28T00:00:00,-6045.403188475597,104.50731818356253,-30.227015942377985,14048.0,10.766726522021445,70.24,139227.121581444,106.70702893761654,696.13560790722
599,196,2024-12-28T00:00:00,-4308.8616179549,90.67974401449594,-21.983987846708672,13518.0,12.24157693059212,68.96938775510205,135075.67116478953,122.32129161230468,689.1615875754568
858,172,2024-12-31T00:00:00,297.17479182656416,85.8189419856476,1.7277604175963033,11131.0,12.642453557882796,64.71511627906976,109036.96413260113,123.84284926232525,633.9358379802392
350,192,2025-01-01T00:00:00,-5644.8571527860495,99.42275334590032,-29.400297670760676,13468.0,11.544731091377669,70.14583333333333,132788.07721833547,113.82556011484823,691.6045688454973
607,169,2024-12-25T00:00:00,255.38323538186353,84.21865550498312,1.5111434046264114,11077.0,11.535875905106113,65.54437869822485,105027.07714119524,109.37792981645167,621.4619949183151
608,190,2024-12-22T00:00:00,-19171.957971773,259.2428838503735,-100.9050419567,79556.0,37.81608211438613,418.7157894736842,776293.6204140066,369.0027564790861,4085.7558969158245
609,193,2024-12-31T00:00:00,-19629.408022610645,266.7018428126739,-101.70677731922615,77701.0,41.0612127835207,402.5958549222798,801509.1510527926,423.55874183495393,4152.897155713951
353,178,2024-12-14T00:00:00,-20594.518261324723,255.325456806744,-115.69954079395912,72004.0,40.31243496210778,404.5168539325843,752832.2125738857,421.4835232315492,4229.394452662279
102,188,2024-12-20T00:00:00,-3018.0209879109775,90.89520232519602,-16.05330312718605,12742.0,11.346715951284356,67.77659574468085,126358.90109237825,112.52225385431252,672.1218143211609
870,181,2024-12-22T00:00:00,4989.138893471199,398.0075569402174,27.564303278846403,17650.0,14.491608444259413,97.51381215469613,599381.2197754614,492.1245295087015,3311.4984517981293
106,176,2024-12-23T00:00:00,66.5813030149925,421.5715596541759,0.3783028580397301,17626.0,14.875651072632442,100.14772727272727,583857.6277308778,492.7528847282121,3317.372884834533
364,186,2024-12-29T00:00:00,-15970.105205318547,450.14444043348703,-85.86078067375563,19068.0,15.14774045623925,102.51612903225806,682987.5930212904,542.569687115485,3671.9763065660773
877,181,2024-12-31T00:00:00,-1749.0670691714663,103.64123034722027,-9.663353973323018,13235.0,11.988329031438314,73.12154696132596,133991.72774546396,121.37037549705505,740.2857886489721
366,158,2024-12-31T00:00:00,-27321.974683921144,1411.192387535673,-172.9238904045642,22302.0,31.446795979995592,141.15189873417722,2248523.56202784,3170.516622334429,14231.161784986329
627,199,2024-12-30T00:00:00,1770.622545520167,469.0528818391376,8.897600731257121,20620.0,15.176511684388851,103.61809045226131,690085.9139213229,507.9096477138271,3467.7684116649393
116,165,2024-12-29T00:00:00,-16109.396168135603,436.7870350970095,-97.63270404930668,16381.0,16.295598170760204,99.27878787878788,575544.7888374,572.544204149277,3488.150235378182
374,178,2024-12-26T00:00:00,-5983.06433179888,465.51253108012816,-33.61272096516225,17146.0,14.58317892079535,96.32584269662921,590523.2342248668,502.2574350628703,3317.546259690263
375,171,2024-12-24T00:00:00,-16465.415354817087,216.74548527036973,-96.28897868314085,64307.0,39.33023273518559,376.0643274853801,639628.3553822336,391.1974136751403,3740.516698141717
119,175,2024-12-30T00:00:00,-20752.36270687126,262.72383700411143,-118.58492975355006,71046.0,34.96070517198486,405.97714285714284,712698.4583501773,350.7085645765938,4072.56261914387
