id,visits,last_visit,res_sum,res_std,res_mean,hands_sum,hands_std,hands_mean,bets_sum,bets_std,bets_mean
513,170,2025-01-01T00:00:00,-2875.148603347273,109.87512520980827,-16.912638843219252,11394.0,12.378802061767894,67.02352941176471,116617.73711649781,126.69719893421181,685.9866889205754
773,177,2024-12-31T00:00:00,-1930.836827848406,90.12985670233527,-10.908682643211334,11428.0,12.181653062162196,64.56497175141243,106293.1700085715,113.3029856424433,600.5263842292175
262,187,2024-12-28T00:00:00,-20135.55352571903,216.75650787741623,-107.6767568220269,74899.0,41.33226447727918,400.52941176470586,724987.8288325851,400.0772865340901,3876.9402611368187
261,195,2025-01-01T00:00:00,3987.011624416484,430.21189518591336,20.446213458546072,18400.0,14.183571535835503,94.35897435897436,655559.651137209,505.33571782130275,3361.8443648062002
785,177,2024-12-23T00:00:00,-786.1011326446132,1541.4861734385254,-4.441249336975216,27624.0,29.103864891836075,156.0677966101695,2795152.3817520216,2944.893472002774,15791.82136583063
532,195,2024-12-28T00:00:00,-1649.8523733918341,92.88053916715113,-8.460781402009406,13605.0,12.039383105546985,69.76923076923077,129707.38666051133,114.78110397833228,665.1660854385196
788,187,2024-12-28T00:00:00,-21621.956845241308,261.0797962839366,-115.62543767508721,77477.0,37.37026650058576,414.3155080213904,800324.3953642086,386.02857546988963,4279.809600878121
533,178,2024-12-24T00:00:00,-2222.6881737427125,456.02081698599164,-12.48701221203771,16898.0,14.725043829933425,94.93258426966293,593114.1319195085,516.8440992228477,3332.1018647163396
280,169,2024-12-28T00:00:00,-1709.592838718118,103.0355024184078,-10.11593395691194,11679.0,10.281851317261705,69.10650887573965,117927.33698548496,103.81979151685705,697.7948934052364
281,177,2024-12-27T00:00:00,-20997.346660231327,243.73502157064868,-118.62907717644818,68968.0,40.74686099212015,389.6497175141243,688509.9325615217,406.7773244661051,3889.8866246413654
284,203,2024-12-19T00:00:00,-4548.434554521751,112.49698055579182,-22.40608154936823,14320.0,11.646770433066054,70.54187192118226,144886.99146864918,117.83977153442434,713.7290220130502
285,174,2024-11-24T00:00:00,-7495.493020876295,1497.8724418913923,-43.077546096990204,24416.0,27.393469417595238,140.32183908045977,2474615.322093082,2776.388398839672,14221.92713846599
542,193,2024-12-17T00:00:00,-7306.187979066489,459.52977315675804,-37.855896264593206,19252.0,15.153457201625008,99.75129533678756,674961.3403777573,531.2693633994284,3497.209017501333
287,211,2024-12-24T00:00:00,-15356.123424760872,234.02165977228802,-72.77783613630744,83758.0,39.331656757475734,396.957345971564,866912.1707134588,407.0905697053413,4108.588486793644
545,179,2024-12-29T00:00:00,-1024.943424957363,94.17630338070332,-5.7259409215495145,12335.0,13.103065834346951,68.91061452513966,123046.23903988532,130.70798304081148,687.409156647404
